id	filename	md5	size	state
2ea0b718-c634-4692-9cf0-4f118adfafbd	2ea0b718-c634-4692-9cf0-4f118adfafbd/39e27085-909a-436b-b8e9-624c16303208.rna_seq.augmented_star_gene_counts.tsv	acb2e7c41539303717e9a8ef27c447c6	4246436	validated
017d71aa-0999-4d8e-9cb4-88b9013e61eb	017d71aa-0999-4d8e-9cb4-88b9013e61eb/c6683fc6-49f4-4e53-94ac-251799c2c638.rna_seq.augmented_star_gene_counts.tsv	98cdcdd92feca94d1e15defbc2f84081	4242722	validated
4dd3d7e2-8a60-41e8-8812-a06f413afe2b	4dd3d7e2-8a60-41e8-8812-a06f413afe2b/49ec7f30-d687-4124-a3aa-17bffb48ce26.rna_seq.augmented_star_gene_counts.tsv	4f066c0a9719e3efb4a953ad9436e6da	4249844	validated
90116c25-271c-4be2-b20f-295448e6e421	90116c25-271c-4be2-b20f-295448e6e421/8b9d534c-0d48-4d88-bbb2-a866d7e73a55.rna_seq.augmented_star_gene_counts.tsv	157124ce0acbb47530d36623ed9dc665	4245371	validated
c1f6f39f-db8f-4449-bfb2-d1f3f2a95d22	c1f6f39f-db8f-4449-bfb2-d1f3f2a95d22/d4bca8f9-f63e-43bb-ab6b-7529a86afac5.rna_seq.augmented_star_gene_counts.tsv	08f13031508a8ffb56b48eced6878574	4247383	validated
584eef35-12c2-4aac-be09-175a9f9c5dfc	584eef35-12c2-4aac-be09-175a9f9c5dfc/2639c1a0-fcae-4abd-aff7-9a8988a26c3c.rna_seq.augmented_star_gene_counts.tsv	adbf1f66e95b85c17214529c70986864	4241298	validated
958813f4-8036-42f7-856d-7a69c4175adc	958813f4-8036-42f7-856d-7a69c4175adc/269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.rna_seq.augmented_star_gene_counts.tsv	0035fb5b56a204c5c0606b98b277344b	4237719	validated
67347e29-6d43-4234-8b04-188be7e6440b	67347e29-6d43-4234-8b04-188be7e6440b/85caaa0e-2811-46d2-b934-d9f9f006afc6.rna_seq.augmented_star_gene_counts.tsv	dbc6791263fe5cddd3875920a4151afa	4222149	validated
89dfc6f3-9f78-4e03-a2e7-e9010c7814a2	89dfc6f3-9f78-4e03-a2e7-e9010c7814a2/b793fa3a-f197-409f-b630-2dcba3290cce.rna_seq.augmented_star_gene_counts.tsv	6aea7da29de349a7c11304d8aae5f6e1	4236606	validated
c7f1e894-f50d-437c-ad42-4a35f531c795	c7f1e894-f50d-437c-ad42-4a35f531c795/b656d5d9-3bd0-4d76-b7ad-6440cc706048.rna_seq.augmented_star_gene_counts.tsv	e1ec69c617443bd214cbf43c40c2a96e	4229422	validated
f55dbdb1-0301-4000-a854-717aed117a63	f55dbdb1-0301-4000-a854-717aed117a63/45312cc1-6a70-441f-9711-85dcc224bb98.rna_seq.augmented_star_gene_counts.tsv	e22a8783d4266ea53d32bd57df22c95a	4246905	validated
28ecd88f-6249-425c-99e1-9055989feff8	28ecd88f-6249-425c-99e1-9055989feff8/768e0380-9183-4600-849b-0d315ba502fc.rna_seq.augmented_star_gene_counts.tsv	c7a3d195732fbefdacfa4ade967acf58	4244622	validated
d923e06d-c747-419d-bd40-b05eb3e13edb	d923e06d-c747-419d-bd40-b05eb3e13edb/914508e1-ccc8-47ff-a225-7aca326a54dd.rna_seq.augmented_star_gene_counts.tsv	ea4cb40a8e1743cc113547737ba47b20	4257281	validated
